event_id,event name,date,event summary,Key topic 1,Key topic 2,Key topic 3,location,event_text
e171,Education Hackathon 2025,2025-10-06,A collaborative platform for professionals to share insights on transforming finance.,Computer Vision,MLOps,Future of Work,"Quebec City, Canada","Education Hackathon 2025. A collaborative platform for professionals to share insights on transforming finance. Topics: Computer Vision MLOps Future of Work. Location: Quebec City, Canada. Date: 2025-10-06"
e172,Design 2025,2025-07-17,A premier gathering focused on the latest advancements in tech technologies and innovations.,Edtech,Cloud Computing,Digital Marketing,"Winnipeg, Canada","Design 2025. A premier gathering focused on the latest advancements in tech technologies and innovations. Topics: Edtech Cloud Computing Digital Marketing. Location: Winnipeg, Canada. Date: 2025-07-17"
e173,International Finance Symposium 2025,2025-01-08,A collaborative platform for professionals to share insights on transforming marketing.,IoT,Cybersecurity,5G Technology,"Quebec City, Canada","International Finance Symposium 2025. A collaborative platform for professionals to share insights on transforming marketing. Topics: IoT Cybersecurity 5G Technology. Location: Quebec City, Canada. Date: 2025-01-08"
e174,Innovation Expo,2025-06-12,Join experts and thought leaders to explore cutting-edge developments in ai.,Metaverse,IoT,Healthtech,"Vancouver, Canada","Innovation Expo. Join experts and thought leaders to explore cutting-edge developments in ai. Topics: Metaverse IoT Healthtech. Location: Vancouver, Canada. Date: 2025-06-12"
e175,Annual Education Symposium,2025-11-21,Join experts and thought leaders to explore cutting-edge developments in healthcare.,Digital Transformation,Healthtech,Data Analytics,"Calgary, Canada","Annual Education Symposium. Join experts and thought leaders to explore cutting-edge developments in healthcare. Topics: Digital Transformation Healthtech Data Analytics. Location: Calgary, Canada. Date: 2025-11-21"
e176,Marketing Symposium 2025,2025-09-29,An exclusive event bringing together industry leaders to discuss the future of ai.,Entrepreneurship,Data Analytics,Metaverse,"Winnipeg, Canada","Marketing Symposium 2025. An exclusive event bringing together industry leaders to discuss the future of ai. Topics: Entrepreneurship Data Analytics Metaverse. Location: Winnipeg, Canada. Date: 2025-09-29"
e177,Advanced Education Meetup 2025,2025-11-23,A premier gathering focused on the latest advancements in education technologies and innovations.,Edtech,Quantum Computing,DevOps,"Quebec City, Canada","Advanced Education Meetup 2025. A premier gathering focused on the latest advancements in education technologies and innovations. Topics: Edtech Quantum Computing DevOps. Location: Quebec City, Canada. Date: 2025-11-23"
e178,Education Meetup 2025,2025-12-20,The definitive event for anyone looking to stay ahead in the rapidly evolving finance landscape.,Quantum Computing,UI Design,Deep Learning,"Quebec City, Canada","Education Meetup 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving finance landscape. Topics: Quantum Computing UI Design Deep Learning. Location: Quebec City, Canada. Date: 2025-12-20"
e179,Marketing Conference,2025-05-21,Join experts and thought leaders to explore cutting-edge developments in cybersecurity.,Metaverse,NFTs,Virtual Reality,"Montreal, Canada","Marketing Conference. Join experts and thought leaders to explore cutting-edge developments in cybersecurity. Topics: Metaverse NFTs Virtual Reality. Location: Montreal, Canada. Date: 2025-05-21"
e180,Annual Design Conference,2025-11-18,An exclusive event bringing together industry leaders to discuss the future of tech.,IoT,UI Design,MLOps,"Quebec City, Canada","Annual Design Conference. An exclusive event bringing together industry leaders to discuss the future of tech. Topics: IoT UI Design MLOps. Location: Quebec City, Canada. Date: 2025-11-18"
e181,Data Science Hackathon,2025-03-31,Join experts and thought leaders to explore cutting-edge developments in data science.,Cybersecurity,Edge Computing,Remote Work,"Vancouver, Canada","Data Science Hackathon. Join experts and thought leaders to explore cutting-edge developments in data science. Topics: Cybersecurity Edge Computing Remote Work. Location: Vancouver, Canada. Date: 2025-03-31"
e182,Design Forum,2025-03-14,The definitive event for anyone looking to stay ahead in the rapidly evolving cybersecurity landscape.,Edge Computing,Remote Work,Digital Transformation,"Ottawa, Canada","Design Forum. The definitive event for anyone looking to stay ahead in the rapidly evolving cybersecurity landscape. Topics: Edge Computing Remote Work Digital Transformation. Location: Ottawa, Canada. Date: 2025-03-14"
e183,Modern Design Hackathon 2025,2025-10-27,The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape.,MLOps,Metaverse,Robotics,"Winnipeg, Canada","Modern Design Hackathon 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving marketing landscape. Topics: MLOps Metaverse Robotics. Location: Winnipeg, Canada. Date: 2025-10-27"
e184,Advanced Design Forum 2025,2025-12-25,A premier gathering focused on the latest advancements in data science technologies and innovations.,Cloud Computing,Augmented Reality,5G Technology,"Montreal, Canada","Advanced Design Forum 2025. A premier gathering focused on the latest advancements in data science technologies and innovations. Topics: Cloud Computing Augmented Reality 5G Technology. Location: Montreal, Canada. Date: 2025-12-25"
e185,Healthcare Forum,2025-07-18,A premier gathering focused on the latest advancements in innovation technologies and innovations.,Entrepreneurship,Fintech,UX Design,"Toronto, Canada","Healthcare Forum. A premier gathering focused on the latest advancements in innovation technologies and innovations. Topics: Entrepreneurship Fintech UX Design. Location: Toronto, Canada. Date: 2025-07-18"
e186,Blockchain 2025,2025-12-20,The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape.,Quantum Computing,Natural Language Processing,Green Tech,"Ottawa, Canada","Blockchain 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape. Topics: Quantum Computing Natural Language Processing Green Tech. Location: Ottawa, Canada. Date: 2025-12-20"
e187,Education Summit 2025,2025-04-08,Join experts and thought leaders to explore cutting-edge developments in marketing.,Augmented Reality,Big Data,Web3,"Vancouver, Canada","Education Summit 2025. Join experts and thought leaders to explore cutting-edge developments in marketing. Topics: Augmented Reality Big Data Web3. Location: Vancouver, Canada. Date: 2025-04-08"
e188,Marketing Workshop 2025,2025-10-11,An exclusive event bringing together industry leaders to discuss the future of data science.,Big Data,5G Technology,Virtual Reality,"Montreal, Canada","Marketing Workshop 2025. An exclusive event bringing together industry leaders to discuss the future of data science. Topics: Big Data 5G Technology Virtual Reality. Location: Montreal, Canada. Date: 2025-10-11"
e189,Tech Symposium 2025,2025-02-26,An exclusive event bringing together industry leaders to discuss the future of blockchain.,Virtual Reality,Natural Language Processing,Big Data,"Quebec City, Canada","Tech Symposium 2025. An exclusive event bringing together industry leaders to discuss the future of blockchain. Topics: Virtual Reality Natural Language Processing Big Data. Location: Quebec City, Canada. Date: 2025-02-26"
e190,Innovation 2025,2025-09-27,A collaborative platform for professionals to share insights on transforming marketing.,Product Management,Metaverse,Computer Vision,"Halifax, Canada","Innovation 2025. A collaborative platform for professionals to share insights on transforming marketing. Topics: Product Management Metaverse Computer Vision. Location: Halifax, Canada. Date: 2025-09-27"
e191,Digital Design Conference 2025,2025-06-04,A collaborative platform for professionals to share insights on transforming design.,Edtech,Robotics,IoT,"Edmonton, Canada","Digital Design Conference 2025. A collaborative platform for professionals to share insights on transforming design. Topics: Edtech Robotics IoT. Location: Edmonton, Canada. Date: 2025-06-04"
e192,International AI Symposium,2025-11-08,Join experts and thought leaders to explore cutting-edge developments in marketing.,Sustainability,Digital Marketing,UI Design,"Winnipeg, Canada","International AI Symposium. Join experts and thought leaders to explore cutting-edge developments in marketing. Topics: Sustainability Digital Marketing UI Design. Location: Winnipeg, Canada. Date: 2025-11-08"
e193,Finance Summit 2025,2025-09-16,A collaborative platform for professionals to share insights on transforming innovation.,Edtech,Metaverse,Fintech,"Edmonton, Canada","Finance Summit 2025. A collaborative platform for professionals to share insights on transforming innovation. Topics: Edtech Metaverse Fintech. Location: Edmonton, Canada. Date: 2025-09-16"
e194,Modern Finance Summit,2025-08-21,An exclusive event bringing together industry leaders to discuss the future of healthcare.,Future of Work,Robotics,IoT,"Vancouver, Canada","Modern Finance Summit. An exclusive event bringing together industry leaders to discuss the future of healthcare. Topics: Future of Work Robotics IoT. Location: Vancouver, Canada. Date: 2025-08-21"
e195,AI Hackathon 2025,2025-02-17,Join experts and thought leaders to explore cutting-edge developments in marketing.,Edge Computing,Fintech,Quantum Computing,"Quebec City, Canada","AI Hackathon 2025. Join experts and thought leaders to explore cutting-edge developments in marketing. Topics: Edge Computing Fintech Quantum Computing. Location: Quebec City, Canada. Date: 2025-02-17"
e196,Advanced Marketing Meetup,2025-01-27,A collaborative platform for professionals to share insights on transforming blockchain.,Metaverse,Cloud Computing,Quantum Computing,"Halifax, Canada","Advanced Marketing Meetup. A collaborative platform for professionals to share insights on transforming blockchain. Topics: Metaverse Cloud Computing Quantum Computing. Location: Halifax, Canada. Date: 2025-01-27"
e197,Cybersecurity 2025,2025-07-08,The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape.,Deep Learning,UX Design,Cryptocurrency,"Ottawa, Canada","Cybersecurity 2025. The definitive event for anyone looking to stay ahead in the rapidly evolving design landscape. Topics: Deep Learning UX Design Cryptocurrency. Location: Ottawa, Canada. Date: 2025-07-08"
e198,Advanced Healthcare Hackathon 2025,2025-12-26,A premier gathering focused on the latest advancements in data science technologies and innovations.,Data Analytics,Deep Learning,IoT,"Halifax, Canada","Advanced Healthcare Hackathon 2025. A premier gathering focused on the latest advancements in data science technologies and innovations. Topics: Data Analytics Deep Learning IoT. Location: Halifax, Canada. Date: 2025-12-26"
e199,Modern Finance Expo,2025-04-21,The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape.,IoT,Natural Language Processing,Data Analytics,"Montreal, Canada","Modern Finance Expo. The definitive event for anyone looking to stay ahead in the rapidly evolving healthcare landscape. Topics: IoT Natural Language Processing Data Analytics. Location: Montreal, Canada. Date: 2025-04-21"
e200,Global Design Summit,2025-11-13,A collaborative platform for professionals to share insights on transforming education.,Fintech,UX Design,Web3,"Halifax, Canada","Global Design Summit. A collaborative platform for professionals to share insights on transforming education. Topics: Fintech UX Design Web3. Location: Halifax, Canada. Date: 2025-11-13"
