Gender,Education,Specialization,interests,skills ,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification
Male,BBA,Financial Analyst,Financial Analysis,"
Project Finance;Financial Modeling;Business Strategy",80,Financial Modelling and Valuation; CFA Program;Microeconomic Diagnostics,Yes,Financial Analyst,Finance
Male,B.Tech,Psychology,"Research, Social Justice, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, Artistic skills, People Management, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills",49,No,Yes,Psychologist,Masters in Psychology
Female,B.Tech,Computer Science Engineering,"Financial Analysis, News Coverage, Research, Sales/Marketing, Social Justice, Take risk for Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, ML, Critical Thinking, Artistic skills, Java, Communication Skills, News Gathering, Product Knowledge",52,No,No,Student (Unemployed),Masters in Business Administration
Male,BCA,Office management,News Coverage;Web Designing;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Social media marketing;Information Technology,Accounting Skills;Hardware skills;Programming Language skills;Gathering Information;People management;Risk management skills;Writing skills;C++;Python;SQL;Java;Hospitality,42,BCA,No,NA,Masters in c++
Male,BE,Entc,Technology;Data scientist;Web development;All fields related to Data science.;Information Technology,Programming Language skills;Python;SQL,67,Python,No,NA,
Female,B.Tech,Computer Science Engineering,"Financial Analysis, Technology","Gathering Informing, Business Knowledge, SQL, Leadership, Writing, Designing Skills",42,Java,Yes,Business Analyst,Masters in Business Analytics
Male,BA,Tamil,Teaching,People management,64,No,Yes,Lecturer,Master in Tamil
Male,B.Sc,Programs,Govt. Job,Sales,74,No,No,NA,
Female,B.Sc,Physics,Teaching,Teaching ,51,No,Yes,Teacher,Masters in Science
Female,B.Sc,computer science,Teaching;Data analytics;Data scientist,Programming Language skills;Leadership;Problem Solving skills;SQL;PHP,80,No,No,NA,masters in computer science
Female,BE,Electronics and Communication Engineering,News Coverage;Social Justice;Teaching;Trading;Understand human body;Content Writing,"Hardware skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Sales;Social Media Marketing;Linux;Proeficiency in Software like STAAD PRO, ETABS;MATLAB",55,Software Testing,No,NA,Master in Techonology
Male,B.Tech,Computer Science Engineering,"Cyber Security,Technology,Data analytics,Machine Learning,Cloud computing","
Security",74,Ethical Hacking,Yes,Cyber Security Analyst,
Male,B.E,Automobile Engineering,"Social Justice, Take risk for Profits, Technology, Entrepreneurship, Understand Human Behaviour","Critical Thinking, Business Knowledge, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, News Gathering, Product Knowledge, Market Study, Team work, Excel",54,INTERNATINALLY ACCREDITED DIPLOMA IN ADVACNED NUTRITION AND FITNESS ,Yes,FITNESS CONSULTANT EXPERT ,
Female,B.Com,Marketing,Research;Technology;Trading;Understand human behaviour;Content Writing;Data analytics;Govt. Job;Digital marketing;Home interior design;Social media marketing;Gardening;Infrastructure;Information Technology,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills,80,Digital marketing,No,NA,marketing
Female,B.Tech,Electronic and Communication Engineering,Financial Analysis;Teaching;Data analytics;Govt. Job;Data scientist;Excel,Negotiation skills;Leadership;Editing;Python;Teaching;Programming Language C,40,Copa iti,No,NA,
Female,Master of journalism,Journalism ,Sales/Marketing;Social Justice;Understand human behaviour;Content Writing;Digital marketing;Social media marketing,Active Listening;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation;Client management,79,Digital Marketing,Yes,Copywriter ,Journalism & Mass comm
Male,B.Sc,Computer Applications,Technology,"Business Knowledge, Communication Skills",59,No,No,Student (Unemployed),Masters in Computer Applications
Female,BE,Electronics and telecommunication,Technology,Programming Language skills;Communication skills;Problem Solving skills;Python;MATLAB,80,No,Yes,Assistant system engineer trainee,
Female,G. N. M Nurshing,Hospitality,"Teaching, Technology","Logical Skills, Presentation Skills, Observation Skills, Subject Knowledge",60,No,Yes,Medical Practitioner,Masters in Pharmacy
Female,B.Sc,Microbiology genetics,Research,Subject Knowledge,76,Molecular biology techniques,No,Student (Unemployed),Masters in Science
Female,B.Tech,Information TechNAlogy,Financial Analysis,"Active Listening, AI, Critical Thinking, Analytic Thinking, Artistic skills, Java, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Mass Communication, Writing, Tableau, Reading, Designing Skills",77,No,Yes,Software engineer ,
Male,B.Com,Commerce,"Financial Analysis, Entrepreneurship",Accounting Skills,57,No,No,Student (Unemployed),Charatard account
Male,B.Tech,Mechanical Engineering,Technology,"Python, Critical Thinking, Programming, Editing, Creativity Skills, Market Study, Team work, Excel, C++, Linux, Problem Solving skills",62,PDCAD/CAM,No,Student (Unemployed),
Female,MCA,Computer Science Engineering,Govt. Job,Accounting Skills,62,No,No,Accountant,Master of computer application
Female,B.Tech,BiotechNAlogy,"Research,Understand human body,BioTechnology","Real-Time Polymerase Chain Reaction (qPCR);
Environmental Biotechnology;
Molecular Biology",51,Biological data Analyzers,Yes,"
Biocurator",
Male,B.Tech,Information Technology,Web development;Information Technology,C++;R;Linux;Python;Artificial Intelligence;SQL;Java,56,No,No,NA,
Female,B.Tech,Computer Science Engineering,Research;Technology;Data scientist,Programming Language skills;Gathering Information;Analytical Skills;Python;Artificial Intelligence,40,Java,No,nothing,
Female,B.Tech,Mechanical Engineering,"Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",78,No,Yes,SQL Developer,Masters in Business Analytics
Female,B.Tech,Electrical and Electronics Engineering,Technology,,69,Data Science,Yes,Data Analyst,masters in Data Science
Female,B.Tech,Computer Science Engineering,Technology,Programming Language skills;Critical Thinking;Gathering Information;People management;Communication skills;Leadership;SQL;Java,80,"oracle associate developer, Microsoft azure fundamentals, microsoft azure data adsociate",Yes,Software engineer,
Male,BE,Automobile Engineering,Teaching;Technology;Content Writing;Govt. Job;Industires;Sports Industry;Oil and Gas;Excel,Active Listening;Gathering Information;Communication skills;Product knowledge;Writing skills;Presentation Skills;Good communication skills,61,No,Yes,TESTING ENGINEER,
Male,Diploma,Pharmaceutical sciences,Data analytics;Game industry;Data scientist;Information Technology,Programming Language skills;Analytical Skills;Communication skills;Leadership;Machine Learning skills;Python,74,No,No,NA,
Male,B.Pharmacy,Mining ,Data scientist,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Machine Learning skills;Python;Artificial Intelligence;SQL,59,"IBM Datascience, AI, Python, Tableu, MySQL ",No,Pharma Benefit Analyst ,
Male,B.Tech,Mechanical engineering ,Technology,Programming Language skills;Business Knowledge;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;MATLAB,70,Certificate Course on Data Science,No,NA,
Male,B.Tech,B.tech,Electronics and communication Engineering,"Python, SQL",71,No,No,Student (Unemployed),
Male,BE,Automobile Engineering,Trading,"Wealth Management, Problem Solving skills",42,No,No,Student (Unemployed),
Female,B.Tech,Electronics and Communication Engineering,Financial Analysis;Teaching;Technology;Trading;Data analytics;Home interior design;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );R;Python;Artificial Intelligence;SQL;Good communication skills,78,Google data analytics certificate,No,NA,
Male,B.Tech,Computer Science Engineering,"Technology,Data analytics,Machine Learning,Cloud computing,Cyber Security",Web Application Security;Vulnerability Assessment;OWASP;Penetration Testing;Shell Scripting;Python (Programming Language);Ethical Hacking;Web Application Security Assessment;Application Security,76,Certified Ethical Hacker (CEH);CyberArk Privileged Access Security;Security Certified Network Specialist (SCNS),Yes,Cyber Security Engineer,
Male,B.Tech,Electrical and Electronics Engineering,Technology;Industires;Design,"Proeficiency in Software like STAAD PRO, ETABS",64,Autocad-Electrical,Yes,Maintenance Engineer-Electrical,
Female,B.Sc,Computer Science ,Teaching;Game industry;All fields related to Data science.,Programming Language skills;Machine Learning skills;Python;SQL,72,iOS course,No,NA,MCA
Male,B.Sc,Chemistry,"Sales/Marketing, Take risk for Profits","Active Listening, Artistic skills, Communication Skills, Work under Pressure, Editing, Product Knowledge, Creativity Skills, Market Study, Team work, Excel, Sales",67,Chse ,Yes,Medical Practitioner,Masters in Business Analytics
Male,BE,Computer Science Engineering,Research;Technology;Data analytics,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Wealth Management;Presentation Skills;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing,48,Python Programming,Yes,Associate Data Scientist,
Male,BALLB,Law,Social Justice;Social causes,Civil & Criminal Law,70,criminology,Yes,Law Intern,
Male,B.Tech,Computer Science Engineering,Technology;Data analytics;Data scientist;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Artificial Intelligence;SQL,50,Python Data Structures,Yes,Data Analyst ,
Male,BE,Mechanical engineering ,Financial Analysis;Research;Technology;Trading;Supply Chain Analysis;Web Designing;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Machine Learning skills;Python,53,No,No,NA,
Male,B.Tech,Computer Science Engineering,"Financial Analysis, Research, Technology, Trading","AI, ML, Python, Analytic Thinking, Business Knowledge, Java, SQL, Oracle, Programming, People Management, C++, R",79,Data science program ,No,Student (Unemployed),
Male,B.Tech,Information Technology,Entrepreneurship,"Active Listening, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, People Management, Leadership, Team work, Logical Skills, Interpersonal Skills, C++, Problem Solving skills, Writing, Building Rapport, Subject Knowledge",78,No,Yes,Java Developer,
Male,B.Tech,Computer Science Engineering ,Technology;Web Designing;Data analytics;Game industry;Data scientist;Web development,Active Listening;Hardware skills;Programming Language skills;Gathering Information;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Java;Architecture;Good communication skills,53,No,No,NA,
Female,B.Tech,Computer Science Engineering,"Research, Technology, Entrepreneurship","Java, Programming, Creativity Skills, Team work, Excel, Linux",57,No,Yes,Computer Software Engineer,
Female,B.Tech,Computer Science Engineering,"Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",54,No,Yes,Teaching,M.Tech
Female,Economics ,Political science,Govt. Job,Hospitality,50,Aviation security courses ,No,Security officer ,
Male,B.Com,Mar,Sales/Marketing,Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Product knowledge;Problem Solving skills;Risk management skills;Client management,44,Microsoft office ,Yes,Business Trainee,PGDM
Female,B.Tech,Civil Engineering,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",53,No,Yes,Teaching,M.Tech
Male,B.Tech,Electronics and Communication Engineering,"Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",66,Python Training,Yes,Python Developer,Masters in Business Analytics
Male,B.Tech,Marketing ,Research;Sales/Marketing;Supply Chain Analysis,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;SQL,55,Catia,Yes,Operations specialist ,Master in business management 
Male,BBA,Human Resource,Human Resource ,Negotiation skills;HR,75,Human Resources Information Systems (HRIS),Yes,Talent Acquisition Executive,
Male,B.Com,Accountancy,Financial Analysis,Active Listening;Artistic/Creative Skills;Communication skills;Mass Communication;Problem Solving skills,76,No,Yes,Management trainee ,Marketing and Finance 
Female,BBA,Human Resource,Content Writing;Market reserach,Business Knowledge;Finance related skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Sales;Presentation Skills,74,No,Yes,Human Resources Assistant,
Female,BAC,Computer Science Engineering,Technology,"Accounting Skills, Python, Java, SQL, Oracle, Programming",58,No,No,NA,
Female,B.Pharm,Hospitality,Research,"Excel, Presentation Skills, Writing",78,PGDCA,No,Student (Unemployed),Masters in Pharmacy
Female,B.Sc,Chemistry,Research,"Civil & Criminal Law, Work under Pressure",57,Nothing ,No,Student (Unemployed),Masters in Science
Male,BE,Mechanical Engineering,Financial Analysis;News Coverage;Research;Technology;Understand human behaviour;Supply Chain Analysis;Market reserach;Industires,Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Good communication skills;SAP,58,No,Yes,Procurement engineer,MBa in Operations
Male,BE,Mechanical Engineering,Trading;Data scientist,Analytical Skills;Problem Solving skills,45,CATIA,Yes,GET ,
Male,BA,"History, sociology,",Research;Sales/Marketing;Trading;Digital marketing;Social media marketing;Customer care,Active Listening;Business Knowledge;Communication skills;Sales,77,No,Yes,"Telecaller,sale exicutive",
Male,B.Com,Accounts and Statistics,Financial Analysis;Research;Teaching;Understand human behaviour;Understand human body;Data analytics;Data scientist;Market reserach;All fields related to Data science.,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Python,73,No,No,NA,
Female,B.Tech,Biotechnology,Technology,"Critical Thinking, Analytic Thinking, Java, SQL, Programming, Communication Skills, Work under Pressure, Leadership, Team work, Interpersonal Skills, Presentation Skills, Problem Solving skills, Writing, Observation Skills, Reporting, Reading",57,Microsoft and Google Tech Certifications,Yes,Computer Software Engineer,
Female,BA,History,"News Coverage, Teaching","Active Listening, Communication Skills, Work under Pressure, News Gathering, Reporting, Reading, Subject Knowledge",68,PGDC,Yes,Teacher,Masters in Arts & Literature
Male,B.E,Automobile Engineering,Technology,"Team work, Linux, Problem Solving skills",57,No,Yes,Computer Software Engineer,
Female,B.Tech,Electronics and Communication Engineering,Technology;Data analytics;Data scientist,Active Listening;Problem Solving skills;Designing skills,60,No,No,NA,
Female,B.Tech,Electrical and Electronics Engineering,"Sales/Marketing, Technology, Entrepreneurship","AI, Java",63,No,Yes,Operations Engineer,
Female,BA,Electronic and telecommunications ,Research;Social Justice;Teaching;Content Writing;Govt. Job;Home interior design,People management;Editing;Designing skills;Writing skills;Teaching,43,D.el.ed,No,NA,Master in homesciemce
Female,BA,Mechanical Engineering,Research;Social Justice;Teaching;Govt. Job;Social causes;Design,Active Listening;Leadership;Editing;Designing skills;Writing skills;Client management;Teaching,72,D.el.ed,No,NA,Master in home science
Male,BE,Computer Science Engineering,Data analytics;Data scientist;Machine Learning,Programming Language skills;Critical Thinking;Analytical Skills;Python,48,No,No,NA,MBA
Male,B.Tech,Accountancy,Research,"Critical Thinking, Analytic Thinking, Gathering Informing",63,No,No,Mechanical Engineer,Masters in Business Administration
Male,B.Tech,Automobile ,Technology,"Python, Programming, Excel, Linux",74,No,Yes,Computer Software Engineer,Masters in Computer Science
Female,B.Com,Mechanical Engineering,Financial Analysis,Accounting Skills,48,No,Yes,Business Analyst,Masters in Banking & Financial Institutions
Male,BE,Accounting  and Finance,Data scientist,Active Listening;Business Knowledge;People management;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Machine Learning skills;Python;SQL,40,Deta scientist nd python programing language ,No,Software engineer ,
Male,BE,Information Technology,Financial Analysis;News Coverage;Supply chain analysis,Critical Thinking;Analytical Skills;Negotiation skills;Problem Solving skills;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL,80,360 digit data scientist,Yes,Purchase executive,
Male,B.Com,Statistics,Financial Analysis,Teamwork;Time Management;Company Secretarial Work;,59,Companies Act;,Yes,Company Secretary,"Company Secretary Professional(
(The Institute of Company Secretaries of India)"
Female,B.Tech,Information Technology,Data analytics;Digital marketing;Data scientist,Risk management skills;Data Visualization skills( Power Bi/ Tableau );SQL;SAP,58,Test Automation,Yes,QA Specialist,
Female,B.Sc,Information Technology,Research,"ML, Python",79,Machine learning with python,No,Sales Executive,Masters in Statistics
Female,B.Tech,"C, C++, java, SQL, MYSql, Unix, Html, Mathematics, Statistics","Technology, Entrepreneurship","Analytic Thinking, Business Knowledge, Java, SQL, Communication Skills, Work under Pressure, Product Knowledge, Team work, Excel, Problem Solving skills, Observation Skills, Reporting, Reading, Subject Knowledge",58,Java,Yes,Software Tester,
Male,B.Tech,Design,"Financial Analysis, Research","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, SQL",47,Data,No,Student (Unemployed),
Male,BCA,Electrical and Electronics Engineering,Research;Technology;Web Designing;Data analytics;Govt. Job,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;R;Linux;Python;SQL;Java;MATLAB,76,Python with data science,No,NA,
Male,B.Com,Mechanical Engineering,Design ,"Editing, Designing Skills, Sales",64,No,No,Marketing Manager,Masters in Computer Science
Male,B.Tech,Data Structures & Algorithm,Research;Social Justice;Teaching;Technology;Trading;Web Designing;Data analytics,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Hospitality;Client management;Good communication skills;Teaching,79,Computer courses,No,NA,
Male,B.Tech,Computer Science Engineering,Data scientist,Programming Language skills;Analytical Skills;Leadership;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL;Cloud Computing;Good communication skills,56,"Python, Data Science",No,NA,
Male,B.Tech,Electrical and Electronics Engineering,"Technology, Understand Human Behaviour, Understand Human Body","Communication Skills, Work under Pressure, Leadership",69,EMBEDDED,Yes,Hardware Engineer,
Male,MCA,Electrical and Electronics Engineering,Supply Chain Analysis;Data analytics,Programming Language skills;Analytical Skills;R;Python,72,Junior type writing,No,NA,MCA
Male,B.Tech,Computer Applications,Software Job,networking,78,networking,Yes,APAC Engineer,
Male,B.Tech,Civil Engineering,Software Job,NO,74,No,Yes,Associate Engineer,
Male,B.Tech,Mechanical Engineering,Technology,"AI, ML, Python, C++, R, Linux",59,No,No,Data Engineer,Masters in Data Science
Male,B.Tech,Electronics and communication Engineering,Technology;Design;Information Technology,Programming Language skills;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence,65,Data science using R Programming and Python,No,NA,
Male,B.Tech,Business,"Supply Chain Analysis;Gardening;Service;Industires;Agriculture, services",Business Knowledge;People management;Machine Learning skills;Hospitality,76,Hyundai appreciate,Yes,Personal Advisory,
Female,BE,Computer Science Engineering,"Financial Analysis, Sales/Marketing, Technology, Trading","AI, Python, Programming, Communication Skills, C++",58,RPA,Yes,RPA developer,
Male,B.Com,Electronics and Communication Engineering,Service,Accounting Skills;Active Listening;Hardware skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Writing skills;HR,55,Tally ERP 9,Yes,Relationship manager at icici,
Male,B.Tech,Civil engineering,"Web development,Social causes,All fields related to Data science,Machine Learning,Data scientist",Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP;Codeignitor;Loopback;,44,HTML;AJAX,Yes,Web Developer,
Male,B.Tech,Mechanical Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills",52,No,Yes,Teaching,M.Tech
Male,B.Tech,Mechanical Engineering,Technology,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Negotiation skills;Leadership;Content creation,68,No,Yes,Business operations,
Male,B.E,Electronics and telecommunication ,Data Analytics,AutoCard,63,AutoCard,Yes,Sales excellent,
Male,B.Tech,Media Management,Sales/Marketing;Technology;Content Writing;Market reserach,Critical Thinking;Business Knowledge;Analytical Skills;Leadership;Writing skills;Python;Artificial Intelligence;SQL,65,No,No,NA,MBA
Female,BE,Computer Science Engineering,Data analytics,Active Listening;Gathering Information;Problem Solving skills;Python;MATLAB,59,No,No,NA,
Male,Journalism ,Mechanical Engineering,News Coverage;Understand human behaviour;Govt. Job,Communication skills;Mass Communication;Leadership;Problem Solving skills;Python,71,Data Science ,No,NA,
Female,B.Sc,Automobile Engineering,Data scientist;Web development;Machine Learning,Active Listening;Programming Language skills;Gathering Information;Python;SQL;Programming Language C,71,No,No,NA,Masters in computer science
Male,B.Tech,Mechanical Engineering,Technology;Data analytics;Data scientist,Hardware skills;Programming Language skills;Critical Thinking;Business Knowledge;Leadership;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;Good communication skills,58,Data science & AI,No,NA,
Male,BE,Business Administration,"Research, Social Justice","Analytic Thinking, Communication Skills, Leadership, Team work, Designing Skills",51,NO,Yes,Machine operator ,Masters in Business Administration
Male,B.Tech,Civil Engineering,"Financial Analysis, Take risk for Profits, Technology, Entrepreneurship","Accounting Skills, Active Listening, Java, SQL, Programming, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Presentation Skills, Problem Solving skills, Mass Communication, Writing, Observation Skills, Reading",45,"Selenium,NDT ",No,Student (Unemployed),Masters in Computer Applications
Male,BBA,Computer Science Engineering,"Financial Analysis, Trading","Critical Thinking, Analytic Thinking, Market Study",51,No,No,Student (Unemployed),
Male,B.Tech,Information TechNAlogy,Technology;Understand human behaviour;Govt. Job;Infrastructure;Design;Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS;construction management",54,Advance Construction Technology ,Yes,Civil & Structural Engineer,
Female,BE,Electronics and Communication Engineering,Technology,"Python, Tableau",80,DATA SCIENCE and python with Tablue,Yes,Back End Developer,
Male,B.Tech,Computer Science Engineering,Technology,Programming,40,Programming ,Yes,Dot net Developer,
Male,B.Tech,Accountancy,Data analytics,R;Python;SQL,56,Data science,Yes,Gis engineer,
Male,B.Tech,Geography ,Technology;Govt. Job;Sports Industry,Programming Language skills;People management,44,No,Yes,Software developer,
Male,B.Com,Computer Applications,News Coverage;Research;Teaching;Market reserach;Infrastructure;Social causes;Industires,Business Knowledge,50,No,No,NA,
Male,MBA,Business,Retailer,HR,74,No,Yes,Retail manager,"MA,MBA"
Female,BCA,Automobile Engineering,Data analytics;Data scientist,Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );C++;Java,69,"C++ , Data science course",No,NA,
Female,MBA,Cse,Understand human behaviour;Market reserach;Na,Hardware skills;Business Knowledge,73,No,No,NA,Masters of business
Male,BE,Sales & Marketing,Entrepreneurship,Creativity Skills,80,No,No,Business Analyst,
Female,B.Tech,Structure ,Technology;Understand human body;Web Designing;Web development,Active Listening;Gathering Information;Communication skills;Leadership;Problem Solving skills;Designing skills;Python;Good communication skills,46,"Python, python data structures ",No, student Onboarding team member ,
Male,Agri diploma,Chemical Engineering,"News Coverage, Sales/Marketing, Take risk for Profits, Trading","Gathering Informing, Business Knowledge, Leadership, Market Study, Observation Skills, Risk Managing",53,Yes,No,Student (Unemployed),
Male,B.Tech,Management,Trading;Customer care,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Civil & Criminal Law;Problem Solving skills;Risk management skills;Writing skills;Interpersonal skills;Presentation Skills,63,No,Yes,Site engineer ,Site engineer 
Male,B.Tech,Electronics and computer engineering,Technology;Social causes,"Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;Refinery Operations",54,No,Yes,Chemical Process Engineer,
Male,BBA,Computer Science ,Sales/Marketing;Market reserach,Active Listening;Hardware skills;Problem Solving skills;Risk management skills;Sales,47,Entrepreneurship Development Program,Yes,Marketing guy (TMA) ,
Female,BE,Electronics and Communication Engineering,Web Designing;Data analytics;Data scientist,Hardware skills;Programming Language skills;Analytical Skills;People management;Communication skills;Leadership;Data Visualization skills( Power Bi/ Tableau );C++;R;Python;Content creation,50,"Python, blockchain ",No,NA,
Female,B.Tech,Commerce,Research;Understand human behaviour;Content Writing;Design;Information Technology,Programming Language skills;Communication skills;Leadership;Product knowledge;Designing skills;Writing skills;C++;Python;SQL;Java,73,No,No,NA,
Female,BE,History,Data scientist,People management,72,No,Yes,Systems engineer ,
Female,B.Com,Business Studies,Sales/Marketing,Business Knowledge;People management;Communication skills;Problem Solving skills;Sales;Social Media Marketing;Interpersonal skills;Presentation Skills,49,Business innovation model,Yes,Data analyst,Masters in Business Administration
Female,BA,Computer Science Engineering,Teaching,Teaching,74,N.t.t.,Yes,Teacher,M.a. ancient Indian history
Female,B.Com,EcoNAmics,Financial Analysis;Social Justice;Content Writing;Social media marketing,"Accounting Skills;Hardware skills;Business Knowledge;Finance related skills;Communication skills;Social Media Marketing;Content creation;Teaching;Foreign languages french, Spanish",52,"Udemy Digital Marketing, Advanced Content Marketing, Diploma de Espanol, Information Technology",Yes,Social media executive,
Female,B.Sc,Electrical engineering ,"Technology, Understand Human Behaviour","Java, Programming, C++, R",58,I didn't do,No,Student (Unemployed),Masters in Computer Science
Female,BA,Computer Science Engineering,Teaching;Govt. Job,Active Listening;Problem Solving skills;Teaching;Teaching experience,60,No,No,NA,Masters in economics
Male,B.Tech,Computer Applications,Govt. Job;Industires;SAP Consultant in MM,Designing skills;C++;Python,74,No,No,NA,
Male,MCA,Instrumentation,Design;Salesforce Admin,Critical Thinking;Mass Communication;Leadership;Editing;Designing skills;Cloud Computing;SAP;Salesforce Admin,50,Tally,No,Salesforce Admin,Bachelor of computer applications
Male,BCA,Electrical and Electronics Engineering,Testing,Java,80,No,No,Computer Software Engineer,
Male,B.Tech,Electrical and Electronics Engineering,Technology;Industires;Design,Automation ,74,process automation,Yes,Instrumentation and Control Engineer ,
Male,B.Tech,Computer Science Engineering,"Research;Teaching;Technology;Data analytics;Agriculture, services",Accounting Skills;Active Listening;Hardware skills;Business Knowledge;Problem Solving skills,61,No,Yes,UPS supervisor,
Male,B.Tech,Computer science and engineering ,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills",46,No,Yes,Teaching,M.Tech
Male,B.Tech,Computer Science ,Machine Learning,Data Structures;Algorithms;Competitive Programming;C++;JavaScript;JavaJava;Git;IntelliJIDEA;Xcode;Problem Solving;AndroidStudio;Webstorm;Postman API;HTML5;Cascading Style Sheets (CSS);Software Development;Core Java;Bootstrap;JUnit;react;Back-End Web Development;Spring Framework;Hibernate;CPP;Database Management System (DBMS);Linux;Debugging;Object-Oriented Programming (OOP);Object Oriented Design;Databases,69,International Collegiate Programming Contest,Yes,Software Development Engineer,
Male,B.Tech,Computer Science ,Technology;Web Designing,Active Listening;Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Python,54,Internship at iCloud ,Yes,Associate consultant ,
Male,B.Sc,marketing,Web Designing,Programming Language skills;C++;Python;Java,61,Python in Masterclass Online Course ,No,NA,MCA
Male,B.Sc,Electronics and Communication Engineering,Web development;Information Technology,Programming Language skills;Communication skills;C++,54,No,Yes,Jumio Document Verification Team,MCA
